"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"20/04/2015","704,25","709,48","709,76","702,32","549,79M","-0,72%"
"17/04/2015","709,33","709,34","712,93","709,17","621,82M","-0,15%"
"16/04/2015","710,41","712,14","713,79","706,74","675,90M","-0,10%"
"15/04/2015","711,09","712,61","712,89","707,22","517,04M","0,00%"
"14/04/2015","711,11","717,11","717,31","707,55","673,67M","-0,88%"
"13/04/2015","717,43","719,20","720,84","713,53","581,17M","-0,64%"
"10/04/2015","722,08","724,44","724,59","718,09","513,49M","-0,24%"
"09/04/2015","723,85","721,60","723,85","719,43","455,90M","0,54%"
"08/04/2015","719,99","726,52","727,51","718,39","592,41M","-1,04%"
"07/04/2015","727,56","723,80","728,28","723,54","574,92M","0,93%"
